,ID,post_date,post_category,post_content,post_title,post_excerpt,post_name,post_content_src,post_content_title
17,34,2006-12-18 07:50:23,0,"<img src=""/comics/comic121806.jpg"" title=""The plot thickens!"" />",A Hapless Leaf Carried By The Waves Of Time...,,12-18-06,comic121806.jpg,The plot thickens!
18,35,2006-12-19 07:55:00,0,"<img src=""/comics/comic121906.jpg"" title=""Dude's a little sensitive about his last name, I guess""/>","Hey, Where'd Your Buddy Go?",,12-19-06,comic121906.jpg,"Dude's a little sensitive about his last name, I guess"
19,36,2006-12-20 07:55:34,0,"<img src=""/comics/comic122006.jpg"" title=""Australia?!?  Come on, old man, you gotta try harder than that"" />","So What's Your Deal, Old Man?",,12-20-06,comic122006.jpg,"Australia?!?  Come on, old man, you gotta try harder than that"
20,37,2006-12-21 07:56:02,0,"<img src=""/comics/comic122106.jpg"" title=""This doesn't make any sense to me at all""/>",So Let Me Get This Straight.,,12-21-06,comic122106.jpg,This doesn't make any sense to me at all
21,38,2006-12-22 07:57:13,0,"<img src=""/comics/comic122206.jpg"" title=""Robot's got a Ph.D. in psychosemantics, or at least he would if there were accredited universities in space""/>","You Ever Get Bored Out Here, Robot?",,12-22-06,comic122206.jpg,"Robot's got a Ph.D. in psychosemantics, or at least he would if there were accredited universities in space"
22,39,2006-12-25 07:58:41,0,"<img src=""/comics/comic122506.jpg"" title=""What a crappy present.  SW should've gone with Connect Four""/>","Merry Christmas, Robot!",,12-25-06,comic122506.jpg,What a crappy present.  SW should've gone with Connect Four
23,40,2006-12-26 07:59:03,0,"<img src=""/comics/comic122606.jpg"" title=""Apparently not""/>","I Wonder Who First Said ""He Doesn't Suffer Fools Gladly.""",,12-26-06,comic122606.jpg,Apparently not
24,41,2006-12-27 07:59:23,0,"<img src=""/comics/comic122706.jpg"" title=""I mean, we've all been there""/>","I Hear What You're Saying, But...",,12-27-06,comic122706.jpg,"I mean, we've all been there"
25,42,2006-12-28 07:59:49,0,"<img src=""/comics/comic122806.jpg"" title=""I can see it now, this is all going to end in tears""/>","Hey, So, Uh, I Was Thinking We Could Hang Out...",,12-28-06,comic122806.jpg,"I can see it now, this is all going to end in tears"
26,43,2006-12-29 08:00:15,0,"<img src=""/comics/comic122906.jpg"" title=""DAMN walrus got told""/>","Hey Robot, Mind If I Ask You A Question?",,12-29-06,comic122906.jpg,DAMN walrus got told
27,44,2007-01-01 08:10:49,0,"<img src=""/comics/comic010107.jpg"" title=""Nice throw, chief"" />",Over Here!,,01-01-07,comic010107.jpg,"Nice throw, chief"
28,45,2007-01-02 08:11:16,0,"<img src=""/comics/comic010207.jpg"" title=""Bulletproof logic""/>","Hey Robot, Do You Have A Girlfriend?",,01-02-07,comic010207.jpg,Bulletproof logic
29,46,2007-01-03 08:11:40,0,"<img src=""/comics/comic010307.jpg"" title=""Me too""/>",Doo De Doo De Doo,,01-03-07,comic010307.jpg,Me too
30,47,2007-01-04 08:12:03,0,"<img src=""/comics/comic010407.jpg"" title=""the birth of a classic"" />","Hey, I've Been Practicing Flying Around Space.",,01-04-07,comic010407.jpg,the birth of a classic
31,48,2007-01-05 08:12:24,0,"<img src=""/comics/comic010507.jpg"" title=""It's always worked for me, seriously, those customer service reps have no idea"" />",Today I Got A New Henrypierson.,,01-05-07,comic010507.jpg,"It's always worked for me, seriously, those customer service reps have no idea"
32,49,2007-01-08 08:12:53,0,"<img src=""/comics/comic010807.jpg"" title=""No man I'm with the robot here geez shut up already""/>","Ah, The Perils Of Endless Space Travel...",,01-08-07,comic010807.jpg,No man I'm with the robot here geez shut up already
33,50,2007-01-09 08:13:27,0,"<img src=""/comics/comic010907.jpg"" title=""How about a jar of pimento-stuffed olives?""/>","So, Is It A Toaster?",,01-09-07,comic010907.jpg,How about a jar of pimento-stuffed olives?
34,51,2007-01-10 08:13:50,0,"<img src=""/comics/comic011007.jpg"" title=""Think about it..."" />",Weird,,01-10-07,comic011007.jpg,Think about it...
35,52,2007-01-11 08:14:12,0,"<img src=""/comics/comic011107.jpg"" title=""To each his own""/>","Squid, Why Do You Like Bagels So Much?",,01-11-07,comic011107.jpg,To each his own
36,53,2007-01-12 08:14:33,0,"<img src=""/comics/comic011207.jpg"" title=""'get away with something like this' is subject to interpretation""/>","It's Just You And Me, Bagel.",,01-12-07,comic011207.jpg,'get away with something like this' is subject to interpretation
37,54,2007-01-15 08:14:51,0,"<img src=""/comics/comic011507.jpg"" />","You Ever Been On A Train, And...",,01-15-07,comic011507.jpg,
38,55,2007-01-16 08:15:07,0,"<img src=""/comics/comic011607.jpg"" />",Any Idea How Long We've Been Out Here?,,01-16-07,comic011607.jpg,
39,56,2007-01-17 08:15:25,0,"<img src=""/comics/comic011707.jpg"" />","That's Not The Point, Though, You Can't Just...",,01-17-07,comic011707.jpg,
40,57,2007-01-18 08:15:44,0,"<img src=""/comics/comic011807.jpg"" />",Hi There!,,01-18-07,comic011807.jpg,
41,58,2007-01-19 08:16:03,0,"<img src=""/comics/comic011907.jpg"" />","Hey, Do You Want To Be In My Musical?",,01-19-07,comic011907.jpg,
42,59,2007-01-22 08:16:21,0,"<img src=""/comics/comic012207.jpg"" />",I Had The Strangest Dream Last Night,,01-22-07,comic012207.jpg,
43,60,2007-01-23 08:16:41,0,"<img src=""/comics/comic012307.jpg"" />","Wait, So You're Sure You've Never Heard This One?",,01-23-07,comic012307.jpg,
44,61,2007-01-24 08:25:41,0,"<img src=""/comics/comic012407.jpg"" />",I Don't Like That New Guy.,,01-24-07,comic012407.jpg,
45,62,2007-01-25 08:26:08,0,"<img src=""/comics/comic012507.jpg"" />",Hey Guys!  Check Out This Awesome Thing I Found!,,01-25-07,comic012507.jpg,
46,63,2007-01-26 08:26:35,0,"<img src=""/comics/comic012607.jpg"" />","Hey, So Where'd You Say You're From Again?",,01-26-07,comic012607.jpg,
47,64,2007-01-29 08:27:18,0,"<img src=""/comics/comic012907.jpg"" />","...And That, Mi Amigo, Is Why I'd Rather Be Friends...",,01-29-07,comic012907.jpg,
48,65,2007-01-30 08:27:47,0,"<img src=""/comics/comic013007.jpg"" />","Gosh, It Sure Is Cold Today.",,01-30-07,comic013007.jpg,
49,66,2007-01-31 08:28:13,0,"<img src=""/comics/comic013107.jpg"" />",You Know What I Could Really Go For Right Now?,,01-31-07,comic013107.jpg,
50,67,2007-02-01 08:31:02,0,"<img src=""/comics/comic020107.jpg"" />","Memories, Da Da Da Da Da Memories...",,02-01-07,comic020107.jpg,
51,68,2007-02-02 08:31:19,0,"<img src=""/comics/comic020207.jpg"" />",Precisely.,,02-02-07,comic020207.jpg,
52,69,2007-02-05 08:31:37,0,"<img src=""/comics/comic020507.jpg"" title=""Aww, isn't he endearing""/>","Hey, Wanna Play This Awesome Game I Made Up?",,02-05-07,comic020507.jpg,"Aww, isn't he endearing"
53,70,2007-02-06 08:31:55,0,"<img src=""/comics/comic020607.jpg"" title=""4 views of space"" />",Space Sucks.,,02-06-07,comic020607.jpg,4 views of space
54,71,2007-02-07 08:32:16,0,"<img src=""/comics/comic020707.jpg"" title=""The walrus is outnumbered, out-riddled, and hopelessly out of his mind""/>",Da Nah Nah...It's A Living Thing!,,02-07-07,comic020707.jpg,"The walrus is outnumbered, out-riddled, and hopelessly out of his mind"
55,72,2007-02-08 08:32:43,0,"<img src=""/comics/comic020807.jpg"" title=""Nothing like a hug to scare away a bad day""/>","Oh, Look At You!  Somebody Looks Grumpy!",,02-08-07,comic020807.jpg,Nothing like a hug to scare away a bad day
56,73,2007-02-09 08:33:08,0,"<img src=""/comics/comic020907.jpg"" title=""Well, that was sudden""/>",And Edward...That I Could Never Treat You As Good...,,02-09-07,comic020907.jpg,"Well, that was sudden"
57,74,2007-02-12 08:33:30,0,"<img src=""/comics/comic021207.jpg"" title=""When's the IPO?""/>","You Have Any Hobbies, Robot?",,02-12-07,comic021207.jpg,When's the IPO?
58,75,2007-02-13 08:34:00,0,"<img src=""/comics/comic021307.jpg"" title=""The robot was a politician in a former incarnation""/>","Hey, Robot.  Would You Give Your Life To Save Mine?",,02-13-07,comic021307.jpg,The robot was a politician in a former incarnation
59,76,2007-02-14 08:34:20,0,"<img src=""/comics/comic021407.jpg"" title=""Inflation must be low in space""/>",But You Can't Seriously Mean To Imply That...,,02-14-07,comic021407.jpg,Inflation must be low in space
60,77,2007-02-15 08:34:40,0,"<img src=""/comics/comic021507.jpg"" title=""If you want 'em to believe you, you gotta mention the implied derivation!""/>","Ok, So Let's Say You're Walking Down The Street...",,02-15-07,comic021507.jpg,"If you want 'em to believe you, you gotta mention the implied derivation!"
61,78,2007-02-16 08:35:51,0,"<img src=""/comics/comic021607.jpg"" title=""Why are we always so concerned with what's out there? Why don't we spend more time worrying about what's on the inside?""/>","Hey, Robot, You Ever Wonder What's Out Beyond Those Stars?",,02-16-07,comic021607.jpg,Why are we always so concerned with what's out there? Why don't we spend more time worrying about what's on the inside?
62,79,2007-02-19 08:36:12,0,"<img src=""/comics/comic021907.jpg"" title=""True Flattery""/>",Sometimes I Like To Smile A Lot While People Are Talking.,,02-19-07,comic021907.jpg,True Flattery
63,80,2007-02-20 08:36:32,0,"<img src=""/comics/comic022007.jpg"" title=""Walrus has a name""/>","Hey, You There!  You're Not Going To Believe What...",,02-20-07,comic022007.jpg,Walrus has a name
64,81,2007-02-21 08:36:52,0,"<img src=""/comics/comic022107.jpg"" title=""Talk about awkward""/>","You See, Squid, There's No Consensus In The Scientific Community...",,02-21-07,comic022107.jpg,Talk about awkward
65,82,2007-02-22 08:37:15,0,"<img src=""/comics/comic022207.jpg"" title=""Fermat's Enigma is kinda like Fermat's Last Theorem, only it's waaaay harder to prove""/>","Wait, So You're Saying That You're Us From The Other...",,02-22-07,comic022207.jpg,"Fermat's Enigma is kinda like Fermat's Last Theorem, only it's waaaay harder to prove"
66,83,2007-02-23 08:37:31,0,"<img src=""/comics/comic022307.jpg"" title=""It's never as hard as you think""/>","Hey, Let's Go Show The Robot!",,02-23-07,comic022307.jpg,It's never as hard as you think
67,84,2007-02-26 08:37:49,0,"<img src=""/comics/comic022607.jpg"" title=""It can ALWAYS get worse"" />",Hey Robot!  Check It Out!,,02-26-07,comic022607.jpg,It can ALWAYS get worse
68,85,2007-02-27 08:38:05,0,"<img src=""/comics/comic022707.jpg"" title=""Nice to be so wanted""/>","Oh My God, I'm So Happy!",,02-27-07,comic022707.jpg,Nice to be so wanted
69,86,2007-03-27 01:00:17,0,"<img src=""/comics/comic032707.jpg"" title=""Weak, dude.  Seriously, weak.""/>",Surely You At Least Agree That The Anthropic Principle...,,03-27-07,comic032707.jpg,"Weak, dude.  Seriously, weak."
70,87,2007-03-22 06:09:09,0,"<img src=""/comics/comic032207.jpg"" />",I'm Going To Write A Book!,,03-22-07,comic032207.jpg,
71,88,2007-03-23 02:09:10,0,"<img src=""/comics/comic032307.jpg"" />",I'm Writing A Book About My Life So Far.,,03-23-07,comic032307.jpg,
72,89,2007-03-26 03:09:31,0,"<img src=""/comics/comic032607.jpg"" />",I Gotta Ask You A Personal Question.,,03-26-07,comic032607.jpg,
73,90,2007-03-28 02:11:21,0,"<img src=""/comics/comic032807.jpg"">/>","Today, I Shall Investigate The Topic Of Art...",,03-28-07,comic032807.jpg,
74,91,2007-03-29 01:59:02,0,"<img src=""/comics/comic032907.jpg"" />",Do you think I'm fat?,,do-you-think-im-fat,comic032907.jpg,
75,92,2007-03-30 01:01:02,0,"<img src=""/comics/comic033007.jpg"" />",Why are you holding a wrench?,,why-are-you-holding-a-wrench,comic033007.jpg,
76,93,2007-04-03 01:01:29,0,"<img src=""/comics/comic040307.jpg"" />",Black Annis,,black-annis,comic040307.jpg,
77,94,2007-04-04 01:02:20,0,"<img src=""/comics/comic040407.jpg"" />",He said you challenged him,,he-said-you-challenged-him,comic040407.jpg,
78,95,2007-04-02 01:41:29,0,"<img src=""/comics/comic040207.jpg"" />","You, My Friend, Are One Baffling Waffle",,you-my-friend-are-one-baffling-waffle,comic040207.jpg,
79,96,2007-04-05 01:30:42,0,"<img src=""/comics/comic040507.jpg"" />",The Valiant Chevalier,,the-valiant-chevalier,comic040507.jpg,
80,97,2007-04-06 01:26:16,0,"<img src=""/comics/comic040607.jpg"" />",Practically My Favorite Movie,,practically-my-favorite-movie,comic040607.jpg,
81,98,2007-04-09 01:17:19,0,"<img src=""/comics/comic040907.jpg"">/>",Serious Business,,serious-business,comic040907.jpg,
82,99,2007-04-10 01:21:28,0,"<img src=""/comics/comic041007.jpg"">/>",The Hapless Pawn,,the-hapless-pawn,comic041007.jpg,
83,100,2007-04-11 01:51:08,0,"<img src=""/comics/comic041107.jpg"" />",I'm Starting My Own Reality TV Show,,im-starting-my-own-reality-tv-show,comic041107.jpg,
84,101,2007-04-12 01:23:36,0,"<img src=""/comics/comic041207.jpg"" title=""If you think about it, this is basically the same as every conversation ever between a scientist and a businessman""/>",I've Discovered That Which Eluded Alchemists For Ages,,ive-discovered-that-which-eluded-alchemists-for-ages,comic041207.jpg,"If you think about it, this is basically the same as every conversation ever between a scientist and a businessman"
85,102,2007-04-13 01:42:35,0,"<img src=""/comics/comic041307.jpg"" title=""the joke here is that the walrus doesn't see the fat charles' face till the fourth frame, in which he's just blown away by how cute he is and JEEZ DO I HAVE TO EXPLAIN EVERYTHING TO YOU PEOPLE"">/>",The Fat Charles,,the-fat-charles,comic041307.jpg,"the joke here is that the walrus doesn't see the fat charles' face till the fourth frame, in which he's just blown away by how cute he is and JEEZ DO I HAVE TO EXPLAIN EVERYTHING TO YOU PEOPLE"
86,103,2007-04-16 00:49:22,0,"<img src=""/comics/comic041607.jpg"" title=""WHOA THERE squids take it easy what'd he ever do to you?""/>",I Don't Like You,,i-dont-like-you,comic041607.jpg,WHOA THERE squids take it easy what'd he ever do to you?
87,104,2007-04-17 01:50:16,0,"<img src=""/comics/comic041707.jpg"" title=""Yeah actually the walrus had braces for a while back in middle school but they didn't really help, so, thanks squid for pointing that out yeah thanks a lot""/>",Why Are You Being Mean to Fat Charles?,,why-are-you-being-mean-to-fat-charles,comic041707.jpg,"Yeah actually the walrus had braces for a while back in middle school but they didn't really help, so, thanks squid for pointing that out yeah thanks a lot"
88,105,2007-04-18 01:44:31,0,"<img src = ""/comics/comic041807.jpg"" title=""You gotta know your priorities"">/>",Bagel Boy Answers A Question,,bagel-boy-answers-a-question,comic041807.jpg,You gotta know your priorities
89,106,2007-04-19 01:27:07,0,"<img src=""/comics/comic041907.jpg"" title=""Little known fact: Beating level 21 in Dr. Mario is equivalent to getting a 45 on the MCATs as far as most major medical schools are concerned"">/>",Dr. Mario,,dr-mario,comic041907.jpg,Little known fact: Beating level 21 in Dr. Mario is equivalent to getting a 45 on the MCATs as far as most major medical schools are concerned
90,107,2007-04-20 01:54:57,0,"<img src=""/comics/comic042007.jpg"" title=""The moral of the story is that if you want a package delivered to space, you gotta go FedEx cuz UPS don't play that"" />",Ooh Lordy I Am So Excited,,ooh-lordy-i-am-so-excited,comic042007.jpg,"The moral of the story is that if you want a package delivered to space, you gotta go FedEx cuz UPS don't play that"
91,108,2007-04-22 21:52:04,0,"<img src=""/comics/comic042307.jpg"" title=""Truth be told, he actually IS a pretty decent poet, but, you know, he doesn't want to the stigma that goes with having everyone know you write poetry about being stuck in a box""/>",Hmmm... There's Gotta Be A Way To Open This,,hmmm-theres-gotta-be-a-way-to-open-this,comic042307.jpg,"Truth be told, he actually IS a pretty decent poet, but, you know, he doesn't want to the stigma that goes with having everyone know you write poetry about being stuck in a box"
92,109,2007-04-24 01:44:44,0,"<img src=""/comics/comic042407.jpg"" title=""Of course, you, the readers, know that it will of course be awkward, hence the element of DRAMATIC IRONY"">/>",We're Both In This Together,,were-both-in-this-together,comic042407.jpg,"Of course, you, the readers, know that it will of course be awkward, hence the element of DRAMATIC IRONY"
93,110,2007-04-25 01:52:52,0,"<img src=""/comics/comic042507.jpg"" title=""Apparently the walrus has some pretty serious plans later on?"">/>",Whenever You Have A Sec,,whenever-you-have-a-sec,comic042507.jpg,Apparently the walrus has some pretty serious plans later on?
94,111,2007-04-30 01:47:18,0,"<img src=""/comics/comic043007.jpg"" title = ""Ah, c'mon, SW, squids can't help it--he's just an enthusiastic guy, you know?"" />","Hey, I Was Wondering If Maybe...",,hey-i-was-wondering-if-maybe,comic043007.jpg,"Ah, c'mon, SW, squids can't help it--he's just an enthusiastic guy, you know?"
95,112,2007-04-26 01:49:36,0,"<img src=""/comics/comic042607.jpg"" title=""First runner-up:  Maybe we could slip some liver in a quiver?"">/>",We Oughta Get Some Brownie Points,,we-oughta-get-some-brownie-points,comic042607.jpg,First runner-up:  Maybe we could slip some liver in a quiver?
96,113,2007-04-27 01:32:36,0,"<img src=""/comics/comic042707.jpg"" title=""If you want to be successful, stop reading comics"" />","I'm Sorry, I Can't Get You Out",,im-sorry-i-cant-get-you-out,comic042707.jpg,"If you want to be successful, stop reading comics"
97,114,2007-05-01 01:01:38,0,"<img src=""/comics/comic050107.jpg"" title=""Also the robot was right about watermelons, they ARE large"">/>",A Hypnothetical Situation,,a-hypnothetical-situation,comic050107.jpg,"Also the robot was right about watermelons, they ARE large"
98,115,2007-05-02 01:13:59,0,"<img src=""/comics/comic050207.jpg"" title=""Yeah, it's true, smiley was eating corn on the cob and then he put peanut butter on it, you know, because that's just how some people like it, I mean, but I still think it's still pretty weird"">/>",What's Shaking?,,whats-shaking,comic050207.jpg,"Yeah, it's true, smiley was eating corn on the cob and then he put peanut butter on it, you know, because that's just how some people like it, I mean, but I still think it's still pretty weird"
99,116,2007-05-03 01:07:53,0,"<img src=""/comics/comic050307.jpg"" title=""Surliness is a virtue"">/>",Something's Up With Those Two Over There,,somethings-up-with-those-two-over-there,comic050307.jpg,Surliness is a virtue
100,117,2007-05-04 01:42:30,0,"<img src=""/comics/comic050407.jpg"" title=""The g key is one of the more cherished of keys. Playing a supple and elegant role in many scales, musicians tend to exalt the power of the g to invoke emotion, as compared to, say, the disdained C, or the much ballyhooed D#. This makes the key's loss all the more poignant."" />",Ahhhhhhh What Are You Doing,,ahhhhhhh-what-are-you-doing,comic050407.jpg,"The g key is one of the more cherished of keys. Playing a supple and elegant role in many scales, musicians tend to exalt the power of the g to invoke emotion, as compared to, say, the disdained C, or the much ballyhooed D#. This makes the key's loss all the more poignant."
101,118,2007-05-07 01:46:14,0,"<img src=""/comics/comic050707.jpg"" title=""Their bark might be worse than their bite, but their woof is DEFINITELY not as bad their warp""/>",Black Keys Are A Recipe For Disaster,,black-keys-are-a-recipe-for-disaster,comic050707.jpg,"Their bark might be worse than their bite, but their woof is DEFINITELY not as bad their warp"
102,119,2007-05-08 01:22:32,0,"<img src=""/comics/comic050807.jpg"" title=""Box-boy...man does that remind me of middle school, that time when OH HEY SORRY DIDN'T SEE YOU THERE I WAS JUST TALKING NONSENSE TO MYSELF"">/>",So How Come Nobody Likes You?,,so-how-come-nobody-likes-you,comic050807.jpg,"Box-boy...man does that remind me of middle school, that time when OH HEY SORRY DIDN'T SEE YOU THERE I WAS JUST TALKING NONSENSE TO MYSELF"
103,120,2007-05-09 01:13:31,0,"<img src=""/comics/comic050907.jpg"" title=""Being Liked is one of the 4 secrets to success in Crate's 'Secrets for Life' book, which will be for sale imminently on the merchandise page. At $76 a pop, they're a real steal!"" />",I Don't Care If People Like Me,,i-dont-care-if-people-like-me,comic050907.jpg,"Being Liked is one of the 4 secrets to success in Crate's 'Secrets for Life' book, which will be for sale imminently on the merchandise page. At $76 a pop, they're a real steal!"
104,121,2007-05-10 01:13:05,0,"<img src=""/comics/comic051007.jpg"" title=""Crashed and burned like the Hindenburg. Too soon?"" />",You Seem Exceptionally Awkward Today,,you-seem-exceptionally-awkward-today,comic051007.jpg,Crashed and burned like the Hindenburg. Too soon?
105,122,2007-05-11 01:47:21,0,"<img src=""/comics/comic051107.jpg"" title=""REAL ESTATE RANDY SEZ:  Kids, the number of references to feudalism your slogan contains directly influences your chance of success in today's market!"">/>",Squids's Real Estate,,squidss-real-estate,comic051107.jpg,"REAL ESTATE RANDY SEZ:  Kids, the number of references to feudalism your slogan contains directly influences your chance of success in today's market!"
106,124,2007-05-14 01:39:48,0,"<img src=""/comics/comic051407.jpg"" title=""hey guys don't look at me, I had no idea either"">/>",Happy Mother's Day,,happy-mothers-day,comic051407.jpg,"hey guys don't look at me, I had no idea either"
107,125,2007-05-15 01:46:07,0,"<img src=""/comics/comic051507.jpg"" title=""Logic is a funny thing sometimes."" />",So What Do You Look Like,,so-what-do-you-look-like,comic051507.jpg,Logic is a funny thing sometimes.
108,126,2007-05-16 01:46:07,0,"<img src=""/comics/comic051607.jpg"" title=""Woof"" />",So What Special Powers Do You Have,,so-what-special-powers-do-you-have,comic051607.jpg,Woof
109,127,2007-05-17 01:36:14,0,"<img src=""/comics/comic051707.jpg"" title=""You can't really blame him, you know, I mean, I wouldn't want anyone to know about those roller skates either"">/>",Can I Borrow That Toy?,,can-i-borrow-that-toy,comic051707.jpg,"You can't really blame him, you know, I mean, I wouldn't want anyone to know about those roller skates either"
110,128,2007-05-18 01:44:36,0,"<img src=""/comics/comic051807.jpg"" title=""man i guess there's no easy solution to the problem of awkward conversational disagreements after all huh guys"">/>",Poe's Law,,poes-law,comic051807.jpg,man i guess there's no easy solution to the problem of awkward conversational disagreements after all huh guys
111,129,2007-05-21 01:09:20,0,"<img src=""/comics/comic052107.jpg"" title=""Only forty thieves were harmed in the making of this comic strip"">/>",Open Sesame,,open-sesame,comic052107.jpg,Only forty thieves were harmed in the making of this comic strip
112,131,2007-05-22 01:09:51,0,"<img src=""/comics/comic052207.jpg"" title=""In fact, the word patronize is not entirely appropriate in this context. Luckily for our wrinkled friend, no one seems to notice, and he is able to regain the social high ground. Well done, walrus!"" />",Hey Squid. Long Time No See,,hey-squid-long-time-no-see,comic052207.jpg,"In fact, the word patronize is not entirely appropriate in this context. Luckily for our wrinkled friend, no one seems to notice, and he is able to regain the social high ground. Well done, walrus!"
113,132,2007-05-23 01:07:03,0,"<img src=""/comics/comic052307.jpg"" title=""How do you explore themes of greed, jealousy, and love, in the format of a joke? What did Proust drop? Will the walrus ever find true love? Stay tuned for next week's episode!"" />","Hey, What's Going On Over There",,hey-whats-going-on-over-there,comic052307.jpg,"How do you explore themes of greed, jealousy, and love, in the format of a joke? What did Proust drop? Will the walrus ever find true love? Stay tuned for next week's episode!"
114,133,2007-05-24 01:11:37,0,"<img src=""/comics/comic052407.jpg"" title=""...and the race is on for 'surliest jerk' award!"" />",You Want To Hear a Funny Story,,you-want-to-hear-a-funny-story,comic052407.jpg,...and the race is on for 'surliest jerk' award!
115,134,2007-05-25 01:24:27,0,"<img src=""/comics/comic052507.jpg"" title=""Yikes."">/>",Nice Analogy,,nice-analogy,comic052507.jpg,Yikes.
116,135,2007-05-28 01:24:46,0,"<img src=""/comics/comic052807.jpg"" title=""seriously guys I think it's a valid concern and also possibly the first sign of a crumbling and diseased society"">/>",Ode To Sarcasm,,ode-to-sarcasm,comic052807.jpg,seriously guys I think it's a valid concern and also possibly the first sign of a crumbling and diseased society
117,136,2007-05-29 01:43:17,0,"<img src=""/comics/comic052907.jpg"" title=""In space, no one can hear you being sarcastic""/>",I Think What's Really Beautiful About Space,,i-think-whats-really-beautiful-about-space,comic052907.jpg,"In space, no one can hear you being sarcastic"
118,137,2007-05-30 01:44:14,0,"<img src=""/comics/comic053007.jpg"" title=""Think you've got what it takes?  The League Of Professionally Sarcastic People (LPSP) is hiring!  To learn more, call 1-800-555-1212 and mention this ad."">/>",The Hell With You Guys,,the-hell-with-you-guys,comic053007.jpg,"Think you've got what it takes?  The League Of Professionally Sarcastic People (LPSP) is hiring!  To learn more, call 1-800-555-1212 and mention this ad."
119,138,2007-05-31 01:06:04,0,"<img src=""/comics/comic053107.jpg"" title=""We all have our down days, even in space"" />",Sometimes I Feel Like Everyone's Out To Get Me,,sometimes-i-feel-like-everyones-out-to-get-me,comic053107.jpg,"We all have our down days, even in space"
120,139,2007-06-01 01:50:49,0,"<img src=""/comics/comic060107.jpg"" title=""Listen guys if you want to have a great time get all your main damies together and write limericks!  If you go around in a circle you'll end up lots of hilarious non-sequiters and vague innuendos.  To those who helped bring this masterpiece to fruition: so long, and thanks for all the amphibrachs!"">/>",Limerick?,,limerick,comic060107.jpg,"Listen guys if you want to have a great time get all your main damies together and write limericks!  If you go around in a circle you'll end up lots of hilarious non-sequiters and vague innuendos.  To those who helped bring this masterpiece to fruition: so long, and thanks for all the amphibrachs!"
